DATE,ID,SONG,ARTIST,ALBUM,date_dt,song_key,artist_key,track_name,artist_name,_merge
2021-08-06 : 12,12,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-06,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-06 : 14,14,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-06,wants and needs,ドレイク,,,left_only
2021-08-06 : 15,15,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-06,30,ポップスモーク,,,left_only
2021-08-06 : 16,16,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-06,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-06 : 19,19,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-06,woo baby,ポップスモーク,,,left_only
2021-08-06 : 20,20,Late At Night,ロディ・リッチ,Late At Night - Single,2021-08-06,late at night,ロディリッチ,,,left_only
2021-08-06 : 21,21,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-08-06,not sober,ザキッドラロイ,,,left_only
2021-08-06 : 22,22,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-06,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-06 : 23,23,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-08-06,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-08-06 : 24,24,DÁKITI,バッド・バニー、 ジャイ・コルテッツ,EL ÚLTIMO TOUR DEL MUNDO,2021-08-06,dákiti,バッドバニー ジャイコルテッツ,,,left_only
2021-08-06 : 25,25,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-08-06,tell the vision,ポップスモーク,,,left_only
2021-08-06 : 4,4,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-06,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-06 : 6,6,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-06,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-06 : 7,7,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-06,yonaguni,バッドバニー,,,left_only
2021-08-06 : 8,8,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-06,industry baby,lil nas x jack harlow,,,left_only
2021-08-06 : 9,9,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-06,zaza,stunna gambino,,,left_only
2021-08-07 : 1,1,Volví,Aventura、 バッド・バニー,Volví - Single,2021-08-07,volví,aventura バッドバニー,,,left_only
2021-08-07 : 10,10,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-07,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-07 : 11,11,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-07,zaza,stunna gambino,,,left_only
2021-08-07 : 12,12,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-07,todo de ti,ラウアレハンドロ,,,left_only
2021-08-07 : 14,14,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-07,wants and needs,ドレイク,,,left_only
2021-08-07 : 15,15,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-07,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-07 : 16,16,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-07,30,ポップスモーク,,,left_only
2021-08-07 : 19,19,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-07,woo baby,ポップスモーク,,,left_only
2021-08-07 : 20,20,Late At Night,ロディ・リッチ,Late At Night - Single,2021-08-07,late at night,ロディリッチ,,,left_only
2021-08-07 : 21,21,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-07,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-07 : 22,22,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-08-07,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-08-07 : 23,23,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-08-07,not sober,ザキッドラロイ,,,left_only
2021-08-07 : 24,24,DÁKITI,バッド・バニー、 ジャイ・コルテッツ,EL ÚLTIMO TOUR DEL MUNDO,2021-08-07,dákiti,バッドバニー ジャイコルテッツ,,,left_only
2021-08-07 : 25,25,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-08-07,tell the vision,ポップスモーク,,,left_only
2021-08-07 : 4,4,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-07,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-07 : 6,6,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-07,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-07 : 7,7,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-07,yonaguni,バッドバニー,,,left_only
2021-08-07 : 8,8,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-07,industry baby,lil nas x jack harlow,,,left_only
2021-08-07 : 9,9,2055,Sleepy Hallow,2055 - Single,2021-08-07,2055,sleepy hallow,,,left_only
2021-08-08 : 10,10,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-08,yonaguni,バッドバニー,,,left_only
2021-08-08 : 12,12,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-08,industry baby,lil nas x jack harlow,,,left_only
2021-08-08 : 13,13,2055,Sleepy Hallow,2055 - Single,2021-08-08,2055,sleepy hallow,,,left_only
2021-08-08 : 14,14,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-08,todo de ti,ラウアレハンドロ,,,left_only
2021-08-08 : 15,15,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-08,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-08 : 16,16,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-08,wants and needs,ドレイク,,,left_only
2021-08-08 : 17,17,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-08,zaza,stunna gambino,,,left_only
2021-08-08 : 2,2,Volví,Aventura、 バッド・バニー,Volví - Single,2021-08-08,volví,aventura バッドバニー,,,left_only
2021-08-08 : 20,20,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-08,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-08 : 21,21,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-08,30,ポップスモーク,,,left_only
2021-08-08 : 22,22,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-08,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-08 : 23,23,REPEAT IT,リル・テッカ、 ガンナ,REPEAT IT - Single,2021-08-08,repeat it,リルテッカ ガンナ,,,left_only
2021-08-08 : 25,25,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-08,woo baby,ポップスモーク,,,left_only
2021-08-08 : 4,4,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-08,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-08 : 5,5,Take My Breath,ザ・ウィークエンド,Take My Breath - Single,2021-08-08,take my breath,ザウィークエンド,,,left_only
2021-08-08 : 9,9,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-08,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-09 : 11,11,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-09,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-09 : 12,12,2055,Sleepy Hallow,2055 - Single,2021-08-09,2055,sleepy hallow,,,left_only
2021-08-09 : 13,13,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-09,industry baby,lil nas x jack harlow,,,left_only
2021-08-09 : 14,14,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-09,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-09 : 15,15,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-09,30,ポップスモーク,,,left_only
2021-08-09 : 16,16,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-09,todo de ti,ラウアレハンドロ,,,left_only
2021-08-09 : 17,17,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-09,wants and needs,ドレイク,,,left_only
2021-08-09 : 18,18,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-09,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-09 : 19,19,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-09,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-09 : 2,2,Volví,Aventura、 バッド・バニー,Volví - Single,2021-08-09,volví,aventura バッドバニー,,,left_only
2021-08-09 : 20,20,REPEAT IT,リル・テッカ、 ガンナ,REPEAT IT - Single,2021-08-09,repeat it,リルテッカ ガンナ,,,left_only
2021-08-09 : 21,21,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-09,zaza,stunna gambino,,,left_only
2021-08-09 : 24,24,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-09,woo baby,ポップスモーク,,,left_only
2021-08-09 : 25,25,DÁKITI,バッド・バニー、 ジャイ・コルテッツ,EL ÚLTIMO TOUR DEL MUNDO,2021-08-09,dákiti,バッドバニー ジャイコルテッツ,,,left_only
2021-08-09 : 4,4,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-09,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-09 : 6,6,Take My Breath,ザ・ウィークエンド,Take My Breath - Single,2021-08-09,take my breath,ザウィークエンド,,,left_only
2021-08-09 : 9,9,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-09,yonaguni,バッドバニー,,,left_only
2021-08-10 : 10,10,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-10,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-10 : 11,11,2055,Sleepy Hallow,2055 - Single,2021-08-10,2055,sleepy hallow,,,left_only
2021-08-10 : 12,12,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-10,industry baby,lil nas x jack harlow,,,left_only
2021-08-10 : 14,14,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-10,wants and needs,ドレイク,,,left_only
2021-08-10 : 15,15,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-10,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-10 : 16,16,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-10,30,ポップスモーク,,,left_only
2021-08-10 : 17,17,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-10,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-10 : 18,18,REPEAT IT,リル・テッカ、 ガンナ,REPEAT IT - Single,2021-08-10,repeat it,リルテッカ ガンナ,,,left_only
2021-08-10 : 19,19,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-10,todo de ti,ラウアレハンドロ,,,left_only
2021-08-10 : 2,2,Volví,Aventura、 バッド・バニー,Volví - Single,2021-08-10,volví,aventura バッドバニー,,,left_only
2021-08-10 : 21,21,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-10,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-10 : 22,22,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-10,woo baby,ポップスモーク,,,left_only
2021-08-10 : 24,24,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-10,zaza,stunna gambino,,,left_only
2021-08-10 : 25,25,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-08-10,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-08-10 : 4,4,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-10,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-10 : 6,6,Take My Breath,ザ・ウィークエンド,Take My Breath - Single,2021-08-10,take my breath,ザウィークエンド,,,left_only
2021-08-10 : 7,7,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-10,yonaguni,バッドバニー,,,left_only
2021-08-11 : 10,10,2055,Sleepy Hallow,2055 - Single,2021-08-11,2055,sleepy hallow,,,left_only
2021-08-11 : 13,13,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-11,wants and needs,ドレイク,,,left_only
2021-08-11 : 14,14,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-11,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-11 : 17,17,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-11,30,ポップスモーク,,,left_only
2021-08-11 : 18,18,REPEAT IT,リル・テッカ、 ガンナ,REPEAT IT - Single,2021-08-11,repeat it,リルテッカ ガンナ,,,left_only
2021-08-11 : 2,2,Volví,Aventura、 バッド・バニー,Volví - Single,2021-08-11,volví,aventura バッドバニー,,,left_only
2021-08-11 : 20,20,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-11,todo de ti,ラウアレハンドロ,,,left_only
2021-08-11 : 21,21,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-11,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-11 : 22,22,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-11,woo baby,ポップスモーク,,,left_only
2021-08-11 : 23,23,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-11,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-11 : 24,24,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-11,zaza,stunna gambino,,,left_only
2021-08-11 : 25,25,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-08-11,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-08-11 : 4,4,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-11,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-11 : 6,6,Take My Breath,ザ・ウィークエンド,Take My Breath - Single,2021-08-11,take my breath,ザウィークエンド,,,left_only
2021-08-11 : 7,7,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-11,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-11 : 8,8,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-11,yonaguni,バッドバニー,,,left_only
2021-08-11 : 9,9,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-11,industry baby,lil nas x jack harlow,,,left_only
2021-08-12 : 10,10,Take My Breath,ザ・ウィークエンド,Take My Breath - Single,2021-08-12,take my breath,ザウィークエンド,,,left_only
2021-08-12 : 12,12,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-12,wants and needs,ドレイク,,,left_only
2021-08-12 : 16,16,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-12,30,ポップスモーク,,,left_only
2021-08-12 : 17,17,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-12,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-12 : 18,18,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-12,todo de ti,ラウアレハンドロ,,,left_only
2021-08-12 : 19,19,REPEAT IT,リル・テッカ、 ガンナ,REPEAT IT - Single,2021-08-12,repeat it,リルテッカ ガンナ,,,left_only
2021-08-12 : 2,2,Volví,Aventura、 バッド・バニー,Volví - Single,2021-08-12,volví,aventura バッドバニー,,,left_only
2021-08-12 : 20,20,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-12,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-12 : 21,21,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-12,woo baby,ポップスモーク,,,left_only
2021-08-12 : 23,23,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-12,zaza,stunna gambino,,,left_only
2021-08-12 : 24,24,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-08-12,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-08-12 : 25,25,Late At Night,ロディ・リッチ,Late At Night - Single,2021-08-12,late at night,ロディリッチ,,,left_only
2021-08-12 : 3,3,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-12,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-12 : 6,6,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-12,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-12 : 7,7,2055,Sleepy Hallow,2055 - Single,2021-08-12,2055,sleepy hallow,,,left_only
2021-08-12 : 8,8,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-12,industry baby,lil nas x jack harlow,,,left_only
2021-08-12 : 9,9,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-12,yonaguni,バッドバニー,,,left_only
2021-08-13 : 10,10,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-13,wants and needs,ドレイク,,,left_only
2021-08-13 : 11,11,Take My Breath,ザ・ウィークエンド,Take My Breath - Single,2021-08-13,take my breath,ザウィークエンド,,,left_only
2021-08-13 : 13,13,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-13,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-13 : 16,16,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-13,todo de ti,ラウアレハンドロ,,,left_only
2021-08-13 : 17,17,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-13,30,ポップスモーク,,,left_only
2021-08-13 : 18,18,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-13,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-13 : 19,19,REPEAT IT,リル・テッカ、 ガンナ,REPEAT IT - Single,2021-08-13,repeat it,リルテッカ ガンナ,,,left_only
2021-08-13 : 2,2,Volví,Aventura、 バッド・バニー,Volví - Single,2021-08-13,volví,aventura バッドバニー,,,left_only
2021-08-13 : 20,20,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-13,woo baby,ポップスモーク,,,left_only
